alpha,n_scenarios,risk_change_mean,risk_change_std,risk_change_max_abs,energy_change_mean,energy_change_std,energy_change_max_abs,length_change_mean,length_change_std,length_change_max_abs
0.0,30,0.28712199615256534,4.772644902519139,9.556951023724306,-4.955232106774698e-13,2.0540075107723903e-28,4.9552321067747e-13,-4.428431910132899e-14,6.41877347116372e-30,4.4284319101328994e-14
0.5,30,3.575075555414464,11.736719905267583,46.14002599614049,0.09650615916930737,1.4399813363070708,5.12808803226292,-0.22321366056399436,1.3872164018264526,5.557371147804945
1.0,30,2.9555992534664024,13.516519269371315,56.455837521837324,-1.3611432101627772,2.895343345427228,8.785963577066909,-1.894457514390315,3.296131983742905,12.307495344745305
